TrainingHours,FitnessScore,PerformanceRating,OpponentRank
6.9,90.43,6.786,43
5.17,75.15,4.687,60
5.73,90.39,6.085,50
5.36,93.04,5.008,59
4.17,73.45,3.316,84
4.22,88.49,6.533,13
8.06,64.4,6.787,19
2.34,79.33,2.709,79
9.23,70.27,6.89,38
5.31,81.96,6.634,27
4.45,83.83,3.689,81
7.48,73.4,5.131,74
8.97,80.45,7.591,36
8.24,84.45,8.449,5
7.0,76.88,5.719,51
8.17,100.0,7.494,48
2.57,73.63,4.542,27
4.96,91.56,5.126,59
4.18,86.45,5.154,54
8.45,56.4,6.885,28
5.23,89.93,4.996,68
7.69,85.74,5.471,71
7.07,76.14,7.813,8
4.28,78.69,6.278,15
4.83,79.93,6.144,29
8.59,88.75,6.122,73
4.45,70.87,5.929,20
6.25,90.86,5.531,65
4.43,64.16,5.724,7
5.37,57.4,4.715,34
5.91,80.93,7.169,10
4.43,87.59,5.748,48
4.08,73.2,3.841,70
6.57,52.36,5.459,25
4.31,60.09,2.923,76
4.38,79.36,5.569,41
4.12,74.9,3.566,78
5.84,87.84,7.511,11
7.89,75.73,7.69,12
9.01,67.59,4.896,83
4.55,78.09,5.697,42
10.0,85.16,5.801,92
3.99,88.51,5.283,53
8.17,73.89,4.972,83
4.56,75.67,5.29,29
4.26,82.79,5.262,45
4.51,67.51,2.865,99
5.9,82.37,6.657,23
7.16,72.68,5.292,60
7.34,74.24,4.772,80
4.11,75.03,3.901,60
4.02,76.3,5.589,21
4.17,94.14,5.377,59
5.78,70.31,5.405,40
5.58,70.83,6.645,1
4.1,89.47,6.098,25
6.54,79.45,7.122,16
10.0,82.68,8.118,33
4.99,64.7,3.296,89
5.13,77.46,6.735,22
7.12,83.1,5.608,67
4.88,68.26,4.214,67
7.34,81.28,5.302,75
4.56,72.96,4.565,43
9.66,68.55,6.206,52
6.69,85.13,5.518,63
4.76,86.38,6.876,5
4.82,76.29,5.696,25
4.97,79.51,5.241,38
8.75,88.25,7.437,53
3.46,71.05,5.818,16
4.66,78.49,3.24,96
4.88,71.14,2.848,93
5.97,64.82,4.278,70
5.46,71.05,3.622,86
3.02,63.75,2.835,73
5.2,79.26,6.704,10
5.8,67.28,4.438,55
4.74,61.03,5.573,14
7.37,82.43,4.927,84
7.84,81.78,5.75,69
5.84,71.7,4.116,71
6.46,82.03,5.669,54
1.68,66.94,3.038,56
5.16,71.28,3.745,78
8.01,79.07,6.326,57
5.15,85.34,6.507,15
4.53,71.18,3.576,81
10.0,69.04,5.32,84
9.64,84.83,8.824,16
6.94,81.13,7.223,21
8.28,76.49,5.195,75
1.55,86.81,3.006,68
4.42,94.47,6.408,25
5.06,78.66,4.602,66
5.53,69.1,4.487,66
5.02,79.97,3.726,91
0.9,66.8,1.125,95
6.77,87.42,6.556,47
7.09,67.98,4.582,72
9.2,73.07,5.619,72
4.42,66.62,6.13,5
4.26,76.82,6.229,22
0.64,77.17,2.355,69
5.41,82.43,5.873,40
7.8,76.2,6.398,48
4.78,75.46,4.065,70
10.0,69.26,7.576,38
5.49,72.14,4.057,71
6.29,61.07,6.697,18
3.27,88.94,5.704,25
6.57,74.06,5.227,67
2.04,91.41,3.263,89
7.39,73.79,6.773,21
7.45,55.98,3.402,95
8.72,70.5,6.627,49
3.96,74.97,4.967,42
6.32,75.65,4.314,80
7.13,81.77,6.18,52
6.88,76.74,4.931,64
4.27,71.63,3.13,86
1.22,65.85,1.241,93
6.69,70.94,4.476,76
5.7,81.05,5.551,46
4.87,83.58,5.531,43
7.53,68.26,5.016,63
5.91,85.07,7.842,1
3.36,80.69,5.51,26
2.14,66.13,2.358,74
3.74,77.47,5.269,25
10.0,78.7,5.98,89
7.45,64.36,7.106,4
6.38,61.41,3.478,82
5.64,79.74,5.725,60
5.51,70.46,5.284,43
8.33,90.12,5.891,72
5.02,92.21,7.48,7
7.15,79.72,7.402,17
5.3,84.52,7.077,6
9.88,64.76,7.049,42
7.48,61.68,5.71,44
8.49,73.59,7.285,21
4.83,62.13,6.23,2
8.12,78.08,7.831,13
5.37,67.16,5.448,32
6.22,76.9,4.498,77
9.27,73.27,7.484,29
3.91,81.37,6.602,5
6.41,78.26,4.162,90
6.88,70.96,3.538,96
7.04,61.32,4.085,82
5.1,76.63,6.49,17
10.0,57.58,4.487,84
3.41,87.46,5.535,15
8.92,80.29,6.488,60
8.43,83.43,5.614,79
9.8,65.31,6.055,68
2.82,78.56,3.085,73
4.26,68.33,4.614,44
8.98,76.49,7.564,33
2.25,65.02,4.984,10
2.79,74.17,3.887,47
5.02,61.21,6.266,1
6.38,73.4,5.738,40
9.18,58.56,5.177,73
5.63,92.47,7.157,22
4.78,76.6,6.139,26
6.62,75.06,6.179,35
6.94,81.76,6.962,33
6.88,62.01,6.982,10
5.64,67.19,4.43,61
2.09,80.31,4.233,38
4.16,76.61,5.853,19
8.84,67.8,5.759,68
6.37,81.48,4.55,83
5.35,78.03,6.676,7
8.24,80.06,8.096,12
3.74,78.9,2.751,91
5.55,68.19,5.564,32
6.28,74.24,6.768,27
5.12,56.43,4.182,57
6.2,69.89,3.783,85
5.62,72.55,4.988,54
3.2,81.27,3.893,69
6.36,80.12,4.315,83
3.34,67.48,6.211,7
6.33,67.26,3.755,78
8.75,88.07,6.339,73
5.44,72.06,5.462,37
3.66,76.14,4.436,50
5.75,82.85,7.301,9
4.34,74.2,6.415,5
7.19,73.48,5.419,54
5.7,71.85,5.095,48
9.42,69.91,7.862,9
8.33,76.43,6.271,52
5.69,56.78,5.285,30
7.43,71.39,4.892,78
5.21,80.4,4.715,60
6.07,79.24,7.466,3
5.28,89.11,5.504,52
7.53,83.37,7.541,24
8.87,79.08,7.617,28
7.6,75.29,6.626,39
7.84,70.43,5.764,55
7.85,80.03,5.645,75
7.1,78.23,5.057,81
3.72,71.26,2.607,82
9.4,66.33,5.267,81
9.61,74.47,7.794,25
5.53,86.56,7.198,14
5.26,76.1,3.464,85
7.22,75.28,7.339,11
7.1,79.23,6.276,47
5.6,79.81,6.4,27
3.5,77.49,6.165,4
6.61,74.58,5.395,51
7.1,69.92,6.31,34
7.45,85.05,7.037,40
6.7,70.73,4.6,71
5.46,90.72,7.154,18
7.99,76.54,7.468,19
6.13,75.53,4.027,82
5.07,82.6,6.479,15
5.64,68.47,4.064,75
2.51,80.74,5.791,12
5.64,76.15,5.545,35
7.38,79.11,6.649,36
6.68,68.16,6.896,12
9.04,68.07,7.446,16
5.47,56.67,2.77,92
6.97,70.43,5.801,44
7.59,69.9,5.915,44
10.0,68.33,7.608,36
6.29,73.85,5.103,59
3.91,75.64,5.267,30
7.7,80.0,7.819,16
9.73,80.66,5.984,80
5.35,81.5,3.871,84
7.68,81.92,7.835,9
8.46,77.75,6.251,46
8.03,75.55,8.354,5
6.25,84.29,4.422,95
4.6,81.93,6.0,18
5.84,60.18,4.954,44
6.92,73.27,4.046,86
7.82,56.97,5.429,39
6.67,56.77,4.057,66
5.24,69.91,4.604,58
7.11,73.72,4.968,67
7.72,70.76,5.856,47
6.76,57.24,3.644,92
4.33,82.75,4.035,75
5.64,67.93,4.078,74
7.9,79.89,5.236,84
3.23,68.21,1.93,95
1.81,70.02,3.395,53
9.02,79.34,6.66,51
7.02,71.51,5.892,45
7.21,76.71,5.949,48
3.85,77.77,5.69,22
7.48,60.73,4.08,82
6.55,79.78,7.345,12
2.83,65.62,2.562,79
8.85,63.89,5.8,55
6.32,67.73,3.468,98
5.21,83.14,5.513,45
5.24,59.0,2.72,92
1.97,81.51,3.196,63
7.19,78.4,5.467,64
6.52,75.74,6.04,44
5.61,77.47,6.729,15
8.56,72.1,4.436,99
3.23,81.82,6.146,17
4.81,70.73,3.55,75
4.3,58.75,3.871,61
5.44,74.23,6.169,26
6.13,83.01,7.004,29
6.86,79.92,4.26,89
5.31,93.14,7.549,4
4.25,72.47,5.627,27
9.37,73.39,6.967,42
10.0,72.67,5.556,86
6.29,67.24,6.699,24
4.49,70.27,5.281,19
8.95,64.61,6.564,41
3.11,52.06,1.258,91
5.33,69.2,3.744,83
4.61,75.23,6.102,13
3.68,81.31,2.821,95
5.44,69.24,4.534,66
4.27,69.36,2.604,91
6.03,85.31,5.268,64
6.05,61.69,3.713,72
4.76,73.37,5.885,12
5.26,84.57,5.899,29
5.54,67.92,5.24,29
7.62,59.66,3.572,86
5.7,92.07,6.548,30
7.65,82.99,5.633,73
7.17,83.3,5.307,69
7.14,74.11,3.718,100
8.78,81.41,8.371,13
3.76,50.1,5.305,2
5.05,70.63,5.57,33
9.53,84.48,9.217,4
5.49,61.04,4.556,56
0.37,71.67,1.935,74
5.59,78.2,4.946,57
6.27,67.16,3.719,97
0.77,75.07,5.377,2
8.67,78.86,5.974,63
4.57,78.02,6.456,12
6.66,70.99,6.757,16
5.55,66.71,4.625,60
3.42,78.96,2.666,99
3.86,78.39,3.925,56
4.13,77.9,4.053,73
8.17,76.14,8.331,3
5.7,78.4,3.946,92
4.96,83.77,5.474,52
4.13,78.1,6.054,16
8.39,75.98,5.25,83
8.93,69.73,5.497,75
8.37,88.86,7.209,46
6.98,63.77,5.948,31
6.58,72.97,7.443,1
3.57,69.91,3.837,55
5.51,56.73,5.596,30
4.63,78.54,3.446,85
2.35,72.97,2.59,79
8.11,75.32,7.648,16
4.61,73.21,4.108,68
8.39,82.53,5.284,88
7.76,83.81,7.269,40
7.11,63.99,4.015,87
7.23,92.65,8.198,17
4.77,72.6,2.813,99
9.72,80.88,7.762,26
6.09,76.8,5.94,35
6.6,76.06,4.739,79
4.7,80.57,6.585,15
4.14,88.18,6.256,27
6.95,82.77,5.447,72
6.44,72.57,6.85,15
4.42,74.16,3.945,72
3.12,69.37,5.944,4
3.46,82.15,4.349,65
8.39,80.9,8.013,25
4.77,71.58,3.294,99
5.32,88.27,7.02,8
8.9,85.74,7.069,49
3.76,93.24,6.235,17
4.55,67.1,5.061,28
4.46,74.0,4.121,70
9.24,73.03,8.432,6
9.99,100.0,8.257,55
7.5,75.1,7.895,1
7.57,87.65,6.24,67
4.84,85.35,5.301,52
9.89,74.16,6.191,73
6.54,75.56,4.665,79
7.71,80.23,6.736,40
5.79,87.58,4.309,84
5.46,73.28,6.092,16
9.33,69.91,6.033,74
7.08,84.32,5.127,78
8.9,63.53,7.318,16
6.51,77.53,7.05,15
4.3,85.6,5.227,41
4.83,79.3,3.589,90
6.21,69.33,6.858,10
4.75,64.99,4.118,60
3.79,86.87,6.363,12
8.4,73.24,7.202,37
4.91,65.99,6.059,14
6.28,86.39,7.295,25
6.59,83.01,4.077,94
4.82,64.48,4.562,53
8.9,100.0,8.41,30
3.77,69.59,3.827,59
6.52,82.84,5.486,63
6.49,94.87,4.5,99
5.89,83.88,4.807,79
3.41,77.59,2.703,95
7.74,60.68,6.352,18
7.49,95.41,6.479,71
4.65,83.65,4.705,67
7.41,60.85,7.495,5
6.75,90.45,4.835,89
3.44,75.61,5.577,16
4.29,72.22,3.265,79
8.28,69.28,4.796,84
6.62,76.71,6.219,41
4.87,83.08,4.836,60
4.28,70.05,2.867,86
4.97,76.28,5.753,35
5.11,100.0,6.953,27
4.31,79.76,6.424,12
2.52,84.66,4.667,33
8.28,65.42,6.757,24
7.94,61.43,6.413,26
3.45,89.65,3.003,98
6.27,86.79,7.302,13
4.2,92.14,3.686,92
5.48,74.2,6.157,20
5.31,87.54,5.206,72
5.14,49.46,4.048,50
10.0,80.41,6.136,80
5.12,85.33,6.336,34
4.38,68.12,2.648,96
4.47,85.56,5.955,30
8.09,73.2,4.086,99
2.7,74.2,5.261,16
4.47,72.41,4.652,48
8.89,90.81,9.27,9
6.49,70.46,4.907,54
6.38,69.23,6.019,31
10.0,66.43,7.81,19
6.49,71.31,5.98,34
4.58,76.95,4.199,62
5.44,81.39,4.22,80
3.73,67.47,2.271,88
8.51,78.73,7.927,16
7.15,81.12,5.204,79
8.25,65.67,6.741,31
8.43,75.63,6.446,52
5.17,74.15,4.925,56
4.11,75.74,3.921,71
5.9,69.7,5.142,44
4.25,73.65,6.079,15
6.33,75.31,4.826,66
8.26,93.64,6.005,86
5.66,75.45,6.442,24
6.3,88.38,4.452,89
5.81,89.14,5.18,61
7.61,61.81,7.146,12
4.66,72.09,6.109,14
1.61,89.16,4.929,34
6.94,76.81,7.057,20
7.98,73.84,5.589,63
6.89,82.5,4.779,78
4.72,85.68,3.871,82
3.73,74.71,5.258,35
6.99,72.22,5.152,63
6.28,51.36,3.432,81
5.75,75.47,5.158,48
9.64,71.19,6.698,45
4.11,64.93,2.742,87
9.55,72.95,5.615,86
6.06,70.83,5.843,49
2.33,76.69,4.231,31
5.64,72.21,5.735,29
7.92,79.47,7.612,25
5.27,76.74,3.099,96
3.05,87.74,2.972,95
5.67,69.66,6.778,6
4.29,92.8,6.177,37
6.98,85.67,7.853,17
7.55,89.87,7.54,31
3.89,77.53,4.539,58
4.59,72.19,5.886,21
7.51,69.62,7.565,2
4.28,92.52,6.803,7
3.84,85.97,3.144,91
3.64,64.92,4.846,22
6.7,84.78,8.489,4
6.62,66.75,3.789,91
4.63,78.24,4.966,45
6.01,83.26,3.923,96
9.05,89.58,5.547,85
4.05,77.38,2.604,99
2.1,73.66,2.337,73
6.91,75.44,4.122,92
5.78,85.67,6.962,10
4.58,82.88,3.545,87
7.3,74.84,6.796,24
7.68,56.37,4.9,57
1.58,50.66,3.936,4
4.69,77.25,3.69,81
10.0,63.19,6.973,48
7.17,69.71,4.545,88
7.35,72.73,5.165,58
8.35,95.76,9.086,1
6.03,76.22,5.035,66
7.59,82.2,6.652,40
7.44,80.05,6.472,48
7.08,50.78,4.737,53
5.36,71.01,6.716,6
6.34,62.8,6.032,14
4.82,92.27,5.395,62
6.03,56.81,5.427,36
3.66,70.79,5.243,21
4.42,72.39,5.613,25
5.44,65.14,4.489,54
4.11,76.01,3.746,72
4.99,74.58,6.031,27
5.67,76.63,4.046,78
6.8,80.02,7.901,4
7.9,77.37,8.127,8
5.07,78.8,3.752,91
8.67,86.12,5.74,83
7.88,58.5,3.531,94
7.01,82.0,4.419,92
6.31,64.54,3.49,91
6.64,68.58,5.188,61
8.37,76.21,7.109,37
8.45,79.11,6.604,44
8.67,80.29,8.289,3
6.08,65.55,4.866,49
7.11,91.31,7.314,28
8.69,70.82,4.889,83
4.75,67.81,2.28,91
5.36,62.28,2.901,87
6.03,61.29,3.522,83
7.8,61.0,5.548,57
7.83,78.14,8.057,13
5.54,81.04,3.924,94
2.98,66.36,4.084,41
6.49,63.58,4.638,72
4.16,72.88,5.273,29
3.02,75.97,4.527,43
3.47,77.63,4.347,50
6.65,65.36,5.24,50
8.72,73.33,6.782,47
6.08,90.67,5.125,70
6.42,63.05,4.979,56
8.37,74.71,7.55,17
2.91,80.0,5.129,29
7.04,65.32,5.271,56
5.98,81.11,5.711,52
7.13,61.61,5.341,48
5.03,81.35,6.832,2
4.36,75.43,5.634,33
6.28,60.81,4.569,59
9.3,81.88,7.283,39
7.72,66.04,6.134,55
4.98,73.47,5.66,35
3.32,81.3,5.531,31
2.64,65.36,2.437,76
8.63,69.72,7.409,31
4.09,86.26,5.727,26
5.35,54.3,2.442,96
8.64,89.19,7.301,49
2.77,60.36,2.736,60
8.98,68.01,6.281,50
5.49,77.82,4.876,60
3.7,81.03,6.15,3
5.51,77.98,6.558,20
4.55,75.47,4.422,56
6.88,70.64,5.679,47
4.7,90.61,7.581,2
2.18,82.73,3.69,63
5.56,86.76,4.459,77
3.29,70.79,2.249,93
6.41,51.72,3.93,63
3.63,85.2,4.624,51
5.02,78.56,4.246,70
6.37,76.83,5.84,42
5.58,69.33,6.44,8
6.5,71.52,6.089,26
7.36,69.01,5.599,54
3.68,75.45,3.314,74
5.87,63.64,5.107,38
0.0,82.63,2.683,56
6.49,95.37,5.911,65
5.4,69.02,3.933,66
4.03,59.07,4.482,43
6.63,73.98,5.175,64
8.35,78.15,7.03,35
5.05,79.53,4.292,65
4.11,91.03,4.728,68
6.33,83.16,7.616,3
3.33,56.88,1.645,88
4.68,62.64,3.901,55
8.44,79.06,5.223,81
6.12,70.46,6.198,27
2.24,90.15,5.284,25
2.41,65.63,3.213,59
6.32,84.61,4.542,84
7.72,68.51,6.324,39
2.76,77.62,3.674,54
6.9,66.72,5.336,51
8.66,80.59,7.507,30
9.78,85.73,6.709,70
6.66,77.53,4.856,71
7.01,94.09,7.404,27
1.73,67.8,4.858,5
10.0,75.98,7.861,26
4.85,83.46,5.861,36
4.13,65.5,5.618,11
5.49,75.62,4.526,56
9.02,81.64,8.098,23
10.0,84.29,9.159,3
6.25,86.42,4.675,79
8.0,66.31,6.276,58
6.09,77.88,5.902,44
3.92,61.85,2.25,89
8.95,67.76,5.186,80
4.76,73.26,2.891,96
9.07,86.44,8.823,26
8.6,80.28,6.066,69
7.23,75.4,7.625,10
9.66,79.49,5.854,75
10.0,80.21,5.485,97
5.65,78.69,3.523,92
4.38,69.25,4.371,57
2.27,65.43,2.455,80
10.0,72.77,7.041,44
5.12,67.06,6.291,2
8.27,81.21,7.242,29
4.52,90.29,7.712,2
9.08,80.64,5.408,86
4.6,56.9,2.932,75
3.62,68.67,4.779,35
5.58,75.18,2.944,96
4.94,60.65,3.916,64
7.19,75.31,7.765,5
5.9,79.69,3.675,91
7.26,89.09,6.359,51
5.42,93.19,4.747,76
4.67,63.08,6.05,8
4.83,73.83,6.919,3
10.0,73.96,5.25,96
6.45,67.87,6.545,22
2.03,75.99,3.015,63
4.96,74.2,5.76,28
6.19,81.14,4.065,90
9.69,88.57,7.751,45
8.06,76.32,7.246,21
4.16,70.1,3.001,75
10.0,64.74,7.645,27
5.94,95.42,7.881,7
8.49,84.07,5.869,73
3.69,79.0,4.633,47
1.2,73.34,3.505,48
3.18,91.12,2.494,98
0.0,73.4,3.554,43
10.0,57.88,7.122,26
6.43,77.65,4.783,70
4.15,62.72,3.292,76
6.91,77.69,6.703,37
6.38,88.44,5.754,50
7.24,58.27,5.236,44
8.42,66.0,8.017,1
5.42,83.65,5.857,35
4.24,70.01,3.789,68
7.66,79.15,6.647,40
7.6,79.17,5.856,50
6.2,83.9,5.251,72
10.0,68.53,6.384,66
5.12,49.48,5.416,12
4.2,78.97,4.3,72
6.84,59.31,5.528,41
4.65,84.35,4.602,60
6.99,74.58,6.243,31
4.33,72.04,2.644,85
5.2,81.91,3.337,95
9.78,57.58,7.04,32
5.19,73.0,6.076,20
4.4,79.48,3.499,83
8.34,77.53,6.682,47
3.9,70.11,2.576,94
4.61,70.21,3.905,73
7.15,90.43,5.385,84
7.88,84.13,7.828,18
8.44,68.36,5.041,77
4.51,88.48,5.124,60
7.19,82.55,7.065,30
5.07,79.88,5.899,29
4.79,80.27,4.692,52
8.41,63.54,6.225,51
4.9,90.05,6.591,30
6.56,84.52,5.148,69
6.31,77.45,4.957,68
3.86,77.44,4.722,50
7.93,74.09,6.086,59
7.12,69.31,6.366,31
2.03,80.35,3.871,42
6.55,67.05,6.131,33
4.45,76.51,3.943,65
8.19,75.97,7.479,19
3.11,78.85,5.646,15
5.29,84.41,4.894,66
6.72,79.03,5.188,68
6.11,81.94,8.021,3
7.53,55.6,3.781,87
2.96,79.6,3.656,60
9.3,75.75,6.518,43
7.05,78.72,5.834,53
8.72,69.71,5.595,70
7.75,86.51,5.343,94
5.98,77.5,6.066,23
3.43,67.55,4.308,49
4.87,69.32,6.199,15
9.18,84.03,7.505,47
8.77,74.15,5.421,81
4.76,74.95,6.08,9
0.36,73.02,1.854,66
5.57,85.11,5.456,50
5.42,79.82,5.443,53
5.5,63.13,2.97,93
7.06,65.24,5.726,42
7.75,75.05,6.388,46
7.98,68.57,4.361,95
6.89,53.39,2.917,96
2.4,67.55,3.101,58
5.32,72.21,6.792,1
10.0,71.0,5.12,94
6.75,82.21,4.246,92
6.74,52.65,3.378,90
6.72,67.28,4.344,82
6.83,82.96,8.177,1
1.23,68.32,3.055,41
5.52,62.89,4.652,48
5.92,68.19,3.514,83
8.56,79.46,4.755,99
6.1,72.47,6.091,33
2.71,67.75,2.878,72
6.86,79.82,4.088,91
4.39,78.75,5.489,42
3.57,62.37,5.121,8
4.33,75.95,4.379,58
7.09,62.01,3.689,96
8.52,86.7,5.803,83
6.97,87.31,7.155,30
7.26,72.12,5.428,60
6.95,85.65,4.118,100
6.2,67.44,6.967,10
7.39,73.6,5.293,64
1.16,69.15,3.201,36
6.22,74.75,6.691,16
3.91,75.66,6.334,3
8.33,74.97,5.003,86
5.71,74.1,3.928,86
6.06,76.27,4.273,85
2.99,87.55,2.593,94
8.03,54.89,6.186,27
7.25,94.21,5.946,66
7.11,71.49,4.92,72
4.37,74.22,4.798,43
4.45,88.29,6.489,23
6.45,81.07,6.104,39
4.61,80.35,5.562,38
6.87,87.46,6.744,36
1.68,73.35,5.111,14
5.02,84.19,3.603,95
9.59,62.4,5.766,57
6.88,79.18,6.094,47
6.33,80.62,5.48,51
9.97,86.46,9.064,19
1.33,82.08,4.418,30
4.37,77.04,6.107,16
5.2,71.82,3.505,76
7.72,71.71,5.407,64
7.75,71.8,5.247,60
4.27,62.02,2.656,88
8.0,92.43,7.263,42
5.19,84.99,5.938,38
8.42,77.55,6.165,61
3.93,83.15,3.154,96
5.75,82.53,5.805,50
5.02,65.07,5.684,19
8.11,81.37,6.923,40
4.95,87.7,5.836,47
5.92,68.22,4.777,62
7.01,59.66,4.541,69
7.09,63.38,5.564,46
7.77,74.04,5.906,63
6.42,62.8,5.018,47
5.16,73.28,7.035,2
5.3,68.45,4.573,51
6.05,74.99,3.375,96
6.5,69.9,4.265,91
5.71,74.64,7.372,2
6.04,81.03,6.129,37
2.97,65.42,3.713,37
7.33,77.81,5.456,57
6.36,66.48,6.393,22
8.0,74.94,4.525,98
6.0,74.18,4.839,64
2.52,78.56,2.511,91
5.28,76.85,3.293,81
5.6,87.39,6.173,39
7.49,74.74,4.818,87
1.86,68.72,2.324,74
6.08,84.3,7.142,22
7.03,78.31,7.771,15
4.68,83.84,4.662,61
6.15,73.8,5.168,60
4.75,61.91,4.188,50
4.54,97.44,5.247,61
5.18,68.97,4.42,62
4.58,63.39,4.639,40
7.37,82.17,7.307,36
4.53,65.55,4.497,39
4.19,71.08,5.827,16
9.54,76.25,6.76,56
7.92,73.57,7.387,28
2.28,71.37,4.212,35
4.47,90.9,6.086,32
6.48,73.89,5.531,52
6.65,66.01,5.682,47
3.02,84.77,2.999,88
8.32,67.77,5.432,63
7.65,73.91,6.913,21
6.96,65.95,4.036,83
8.71,77.11,7.377,32
6.9,75.4,5.931,34
6.9,74.71,5.433,52
9.12,76.5,5.586,82
8.2,83.18,7.899,11
4.32,82.03,4.092,75
7.27,64.61,4.121,82
4.67,68.25,6.226,1
7.01,84.24,6.705,40
6.95,67.17,7.407,1
3.23,79.92,5.461,24
5.76,83.39,6.04,41
6.53,58.58,3.44,86
5.13,70.94,3.677,71
6.63,83.15,4.427,81
7.61,73.53,5.563,49
5.94,70.96,6.772,12
6.45,83.31,5.266,65
8.77,86.04,6.336,67
6.95,68.22,3.324,94
6.4,92.67,4.57,87
4.08,57.16,3.139,59
7.34,59.93,4.159,72
6.66,70.46,6.708,17
8.57,71.65,7.906,6
6.09,72.11,5.203,60
2.37,69.65,3.479,56
2.6,67.74,5.513,12
7.47,72.8,7.095,21
4.86,69.1,3.192,75
6.87,81.82,6.201,66
6.23,75.31,6.545,20
5.67,72.79,4.691,64
5.81,74.28,6.61,20
4.27,86.14,3.419,95
5.97,70.17,5.44,36
4.83,62.27,3.781,62
5.26,65.23,5.384,24
5.35,72.67,3.568,86
5.55,79.82,6.72,9
7.84,83.8,6.255,58
5.74,91.49,6.01,49
8.05,82.39,5.722,81
9.08,66.17,4.556,98
7.71,72.97,5.93,53
7.07,53.36,6.288,11
6.65,71.88,7.205,6
7.73,68.95,5.256,59
6.18,51.87,4.568,51
7.97,96.08,7.286,49
7.23,71.22,3.569,87
5.28,53.93,4.43,47
7.79,72.26,6.247,45
6.18,91.51,6.616,49
5.79,94.07,6.236,40
5.05,75.58,3.911,90
6.33,75.96,7.333,9
7.99,87.26,8.538,8
7.78,73.49,6.005,49
6.71,79.6,5.155,52
7.2,83.4,7.241,26
8.54,64.24,7.687,12
5.7,90.37,4.182,97
3.77,66.2,3.47,64
8.6,68.66,5.456,71
4.94,76.0,3.651,80
4.62,84.4,6.123,26
2.41,81.77,2.485,89
7.14,74.51,6.299,35
2.76,77.84,1.998,93
4.5,85.73,5.201,50
7.18,75.08,4.453,92
7.44,66.88,6.609,16
4.7,68.97,3.444,83
5.73,84.09,6.141,40
4.25,66.89,6.148,6
4.9,59.32,2.386,91
6.53,71.96,4.772,67
5.0,74.25,3.043,98
5.51,83.6,7.035,17
3.07,60.42,3.974,32
8.27,78.46,7.576,24
7.02,86.51,4.462,99
7.59,66.83,6.617,35
8.58,75.82,4.579,96
4.35,53.49,3.489,53
5.28,83.73,7.043,15
2.21,82.96,4.655,37
10.0,74.8,8.35,25
5.7,61.73,3.316,85
8.08,81.67,5.531,78
3.52,72.55,4.966,23
7.99,47.2,4.432,55
9.72,82.78,8.896,7
5.88,86.64,7.583,5
3.98,88.39,3.955,78
5.72,62.23,3.344,83
1.55,55.83,1.959,71
5.92,70.9,4.37,72
7.64,80.18,5.691,68
5.93,65.57,6.622,6
5.43,59.09,5.592,10
7.06,82.25,6.365,50
7.21,71.55,7.15,14
2.68,81.23,5.418,13
6.18,75.16,5.087,71
10.0,73.34,8.464,21
3.33,74.36,2.359,97
5.83,71.42,6.521,11
9.88,70.41,8.233,6
8.21,63.99,6.458,36
4.97,79.83,3.935,75
6.41,87.48,5.897,55
6.0,70.0,5.833,34
4.5,93.66,3.962,94
5.85,78.77,4.755,73
5.44,77.58,4.264,71
6.23,81.55,6.183,46
4.5,84.75,5.675,37
3.45,70.45,3.506,60
5.92,80.55,7.029,18
9.43,85.47,7.739,49
6.16,71.21,3.699,93
5.34,75.05,3.744,85
7.51,67.33,7.318,14
5.68,70.07,6.038,16
9.74,71.5,7.494,26
5.99,65.96,3.392,95
7.4,74.37,6.16,51
4.49,78.31,3.697,75
7.01,79.28,3.967,96
6.55,66.92,3.537,90
5.89,68.94,4.75,63
5.0,83.51,5.879,33
4.72,68.91,4.026,60
6.56,83.24,6.326,37
7.26,67.68,7.208,11
5.75,78.77,6.361,20
6.57,82.52,4.907,77
5.92,48.5,4.308,34
6.2,83.68,5.344,60
5.6,88.04,3.869,97
6.04,71.91,5.384,58
10.0,78.46,7.127,43
6.62,66.61,4.758,68
7.29,78.63,5.978,54
6.88,99.61,6.203,72
5.47,53.03,4.141,60
8.59,69.99,7.837,11
5.42,82.97,4.66,66
8.11,87.62,8.41,22
5.33,61.18,6.48,4
4.08,68.62,4.176,42
6.73,69.2,4.268,89
3.79,68.47,3.859,52
7.07,73.84,6.126,44
3.61,60.71,5.461,15
5.36,72.45,3.866,76
3.14,65.64,1.861,97
10.0,74.31,7.955,32
2.69,67.95,2.621,70
6.02,73.31,7.668,1
8.29,64.64,7.2,20
8.07,84.53,6.712,69
7.7,71.74,6.719,37
5.37,75.14,5.36,51
8.7,73.54,8.247,2
7.83,75.07,5.189,78
6.42,75.02,7.009,17
6.48,83.05,6.067,50
5.39,72.14,3.417,82
4.18,67.8,5.608,17
8.47,75.42,7.107,31
8.62,68.87,5.996,56
4.23,74.25,5.516,31
5.69,64.48,5.26,36
5.71,85.5,7.367,19
5.93,67.19,4.772,61
6.13,86.99,6.758,32
7.89,74.39,5.043,81
4.51,83.56,3.648,88
4.31,67.33,6.469,4
8.47,55.33,4.502,69
5.07,58.51,4.567,47
3.47,100.0,5.527,41
5.03,69.02,6.578,1
5.34,85.96,4.033,90
9.11,62.02,6.331,42
7.85,76.79,5.702,67
8.3,78.48,8.102,23
